doi	affiliations	countries	properties
10.1186/s12963-017-0149-x	Sydney School of Public Health, The University of Sydney Camperdown Australia;Public Health Unit, Illawarra Shoalhaven Local Health District Warrawong Australia;Graduate School of Medicine, University of Wollongong Wollongong Australia;Illawarra Health and Medical Research Institute Wollongong Australia;University Centre for Rural Health - North Coast, School of Public Health, The University of Sydney Camperdown Australia;Ingham Institute, University of New South Wales Sydney Australia;Epidemiology, Healthy People and Places Unit, Population Health, South Western Sydney Local Health District Liverpool Australia	Australia	environmental,participatory design,top down,body
10.1007/978-3-319-92252-2_26	Tongji University College of Design and Innovation Shanghai China	China	body,prototype,top down,diversity,participatory design
10.1186/s12888-016-1132-y	Department of Human Sciences for Education Universita degli Studi di Milano-Bicocca Milan Italy;IRCCS, Fondazione don Carlo Gnocchi ONLUS Milan Italy;Department of Psychology Universita Cattolica del Sacro Cuore Milan Italy;R&D, Telbios srl Milan Italy;Department of Physiopathology and Transplants Universita degli Studi di Milano Milan Italy	Italy	body,top down
10.1186/s12984-017-0241-2	Departement des Sciences de l'activite Physique Universite du Quebec aMontreal Montreal Canada;Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal Montreal Canada;Faculty of Medicine and Health Sciences, Department of Surgery Universite de Sherbrooke Sherbrooke Canada;Research Center on Aging Sherbrooke Canada;Interdisciplinary Institute for Technological Innovation (3IT) Universite de Sherbrooke Sherbrooke Canada	Canada	body,participatory design,top down,wearables
10.1007/978-1-4842-0385-9_5	OH US	Unknown	body,top down
10.1007/s10071-016-1068-0	Department of Biological Sciences Macquarie University Sydney Australia;School of Biological, Earth, and Environmental Sciences University of New South Wales Kensington Australia;School of Psychology and Neuroscience University of St. Andrews St. Andrews UK	Australia	body,top down
10.1007/978-3-642-13048-9_5	CityPassenger SA Courtaboeuf Cedex France;Universite Paris XII Val-de-Marne, LiSSi, E.A. 3956 Vitry sur seine France;Grupo Tragsa, Gerencia TIC || ICT Division, Subdireccion de I+D+i || Subdirectorate of Innovation and R&D Madrid Spain	France;Spain	body,participatory design,top down
10.1007/978-3-319-55224-8_19	Olga Tennison Autism Research Centre La Trobe University Melbourne Australia;Independent Economic Consultant Melbourne Australia	Australia	body,ideation,context,top down
10.1007/s40264-016-0452-7	Department of Pharmacy Practice, College of Pharmacy University of Nebraska Medical Center, 986145 Nebraska Medical Center Omaha USA;Center for Global Health Northwestern University Feinberg School of Medicine Chicago USA;Department of Obstetrics, Gynecology, and Reproductive Sciences, Magee-Womens Hospital University of Pittsburgh Medical Center Pittsburgh USA;Infectious Diseases Institute Makerere University College of Health Sciences Kampala Uganda	Uganda	involvement,top down
10.2478/s11600-010-0021-x	Division of Physics and Biophysics University of Salzburg Salzburg Austria	Austria	body,top down
10.1007/s10441-013-9179-3	School of Biological Sciences Queen's University Belfast Belfast UK;Instituto de Investigaciones en Matematicas Aplicadas y en Sistemas Universidad Nacional Autonoma de Mexico Mexico, DF Mexico	Mexico	body,involvement,ideation,context,top down
10.1007/s10111-015-0349-8	Texas A&M International University Laredo USA;Texas A&M University Kingsville Kingsville USA	United States	body,involvement,ideation,top down
10.1007/s10823-016-9303-3	Institute of Psychology, Health and Society University of Liverpool Liverpool UK;Universidad El Bosque Bogota Colombia;Facultad Latinoamericana de Ciencias Sociales Mexico City Mexico	Colombia;Mexico	involvement,top down,context
10.1007/978-3-319-14286-9_5	Fraunhofer Center for Sustainable Energy Systems CSE Boston USA	United States	prototype,top down
10.1007/s00216-017-0303-0	Chair for Analytical Chemistry, Institute of Hydrochemistry Technical University of Munich Munich Germany	Germany	body,involvement,top down,furniture
10.1007/s00216-018-0886-0	Department of Chemistry and Institutes of Biomedical Sciences Fudan University Shanghai China	China	body,top down
10.1007/s12274-018-1982-3	Departments of Biomedical Engineering Duke University Durham USA;Fitzpatrick Institute for Photonics Duke University Durham USA;Medical Center Duke University Durham USA;Departments of Chemistry Duke University Durham USA	United States	body,involvement,top down
10.1007/s11245-017-9475-7	Department of Philosophy, Linguistics and the Theory of Science University of Gothenburg Gothenburg Sweden;Oxford Uehiro Centre for Practical Ethics Oxford UK	Sweden	body,involvement,top down
10.1007/978-3-642-14515-5_201	Department of Mechanical and Manufacturing Engineering University of Calgary Calgary Canada	Canada	involvement,ideation,top down
10.1007/s13753-017-0139-4	Institute of Geography National Autonomous University of Mexico (UNAM) Mexico City Mexico;International Consortium on Landslides Kyoto University Kyoto Japan;Faculty of Civil and Geodetic Engineering University of Ljubljana Ljubljana Slovenia;International Consortium on Landslides IPL Global Promotion Committee Kyoto Japan;Division of Ecological and Earth Sciences, The United Nations Educational Scientific and Cultural Organization (UNESCO) Paris France;United Nations University Bonn Germany;Institute for Environment and Human Security (UNU-EHS) United Nations University Bonn Germany;Disaster Prevention Research Institute (DPRI) Kyoto University Kyoto Japan;Japan Center for Area Development Research Tokyo Japan;International Programme on Landslides Kyoto Japan;Science Committee Integrated Research on Disaster Risk (IRDR) Divonne-les-Bains France	France;Germany;Japan;Mexico;Slovenia	body,ideation,furniture,stakeholders,top down
10.1007/s11481-018-9786-5		Unknown	body,involvement,stakeholders,top down
10.1007/s12011-013-9763-z	Department of Biomedical Engineering Huazhong University of Science and Technology Wuhan People's Republic of China;Huazhong University of Science and Technology Wuhan People's Republic of China	China	body,top down
10.1186/s12889-015-1822-2	Saskatchewan Population Health and Evaluation Research Unit University of Saskatchewan Saskatoon Canada;Community Health and Epidemiology University of Saskatchewan Saskatoon Canada;School of Public Health University of Saskatchewan Saskatoon Canada;Computer Science University of Saskatchewan Saskatoon Canada;Environmental Science Dalhousie University Halifax Canada	Canada	body,top down
10.1007/978-81-322-2770-0_4	ICAR-Indian Institute of Soil Science Bhopal India;ICAR-Central Soil Salinity Research Institute Karnal India	India	diversity,involvement,top down,body
10.1007/978-3-319-33527-8_30	Curtin University Sustainability Policy (CUSP) Institute Curtin University Perth Australia;Bax and Willems Barcelona Spain;Industrial Design TU Delft Delft The Netherlands;Institute for Sustainable Futures London UK;Wuppertal Institute for Climate Environment and Energy Wuppertal Germany	Australia;Germany;Netherlands;Spain	body,involvement,top down
10.1007/s00253-014-5557-2	Microbiology and Genomics Unit Gembloux Agro-Bio Tech, University of Liege Gembloux Belgium;UPMC Univ Paris 06, UMR 8227, Integrative Biology of Marine Models, Station Biologique de Roscoff, CS 90074 Sorbonne Universites Roscoff cedex France;UMR 8227, Integrative Biology of Marine Models, Station Biologique de Roscoff, CS 90074 CNRS Roscoff cedex France	Belgium;France	diversity,top down,body
10.1007/s11761-017-0223-z	Department of Computer Science and Program in Digital Content and Technologies National Chengchi University Taipei City Taiwan, ROC;Department of Computer Science National Chengchi University Taipei City Taiwan, ROC	Taiwan	body,ideation,furniture,context,top down,environmental
10.1007/978-3-642-35473-1_45	Department of Computer Science and Information Engineering National Central University Zhongli Taiwan;Taipei Veterans General Hospital Taipei Taiwan;Department of Physical Therapy China Medical University Shenyang China;Institute for Creative Technologies University of Southern California Los Angeles USA;Institute for Information Industry Taipei Taiwan	China;Taiwan	body,feedback,stakeholders,top down
10.1186/s12877-018-0832-1	Erasmus School of Health Policy & Management Erasmus University Rotterdam Rotterdam the Netherlands	Netherlands	participatory design,top down
10.1007/978-0-387-68572-4_3	Blacksburg USA	United States	diversity,top down
10.1007/s11469-015-9549-y	Center for Health Policy, Department of Health Policy and Management Indiana University Fairbanks School of Public Health Indianapolis USA;VA Health Services Research and Development Center for Health Information and Communication Richard L. Roudebush VA Medical Center Indianapolis USA;ACT Center of Indiana, Psychology Department Indiana University-Purdue University Indianapolis Indianapolis USA	India	body,ideation,furniture,top down,participatory design
10.1007/s10584-016-1800-4	Cooperative Research Centre for Remote Economic Participation Alice Springs Australia;CSIRO Ecosystem Sciences Alice Springs Australia;The Australian National University Canberra Australia;Charles Darwin University Alice Springs Australia;Tangentyere Council Alice Springs Australia;Ninti One Ltd Alice Springs Australia	Australia	body,top down
10.1007/978-3-642-21498-1_85	School of Computing and Mathematics University of Ulster UK	Unknown	stakeholders,top down,context,workflow,feedback
10.1007/978-94-007-6582-5_3	Antarctic Tasmania, Science and Research Department of Economic Development, Tourism and the Arts Hobart Australia	Australia	body,involvement,top down,context,diversity,environmental
10.1007/s11432-010-0086-9	Department of Information and Electronic Engineering Beijing Institute of Technology Beijing China	China	body,participatory design,top down
10.1007/s10956-015-9586-0	E.T.S.Ing. Informatica Universidad de Malaga Malaga Spain;E.T. Ing. Forestal Universidad Politecnica de Madrid Madrid Spain	Spain	body,top down,diversity,feedback,participatory design
10.1007/s11116-013-9476-3	TransLAB (Transportation Research Lab) School of Geography and Earth Sciences, McMaster University Hamilton Canada;School of Geography and Earth Sciences, McMaster University Hamilton Canada	Canada	body,top down
10.1186/2047-0525-3-2	Psychology Department, Faculty of Education, Health & Science University of Derby Derby UK;Centre for Patient Safety and Service Quality Imperial College London Norfolk Place UK;Gynaecology/Oncology, Maternity and Gynaecology Level 2 Women and Children's Services, Royal Derby Hospital Derby UK	Unknown	stakeholders,top down
10.1007/978-3-319-08201-1_1	Kanazawa University Kanazawa Japan	Japan	body,top down
10.1007/978-3-319-65338-9_1	University of Southern Queensland Toowoomba Australia	Australia	environmental,top down
10.1007/978-3-319-27455-3_12	Department of Plant Protection, Faculty of Agriculture Universiti Putra Malaysia Serdang Malaysia	Malaysia	environmental,involvement,top down
10.1007/s11524-014-9888-1	Gender and Sexual Health Initiative British Columbia Centre for Excellence in HIV/AIDS Vancouver CANADA;Department of Medicine University of British Columbia Vancouver Canada	Canada	body,involvement,top down,furniture
10.1007/978-3-319-07656-0_6	Flinders University Adelaide Australia	Australia	environmental,clothes,top down
10.1057/jphp.2014.53	McCaughey VicHealth Centre for Community Wellbeing, Academic Centre for Health Equity, Melbourne School of Population and Global Health, The University of Melbourne Melbourne Australia;Department of Family and Preventive Medicine University of California San Diego;School of Population Health, University of South Australia Adelaide Australia;School of Community and Regional Planning and the School of Population and Public Health, The University of British Columbia Vancouver Canada;Behavioural Epidemiology Laboratory, Baker IDI Health and Diabetes Institute Melbourne Australia	Australia;Canada	body,involvement,furniture,top down,participatory design
